Time of Occurrence,City,Crime Description,Victim Age,Victim Gender,Time
2024-06-24 10:31:00,Thane,ASSAULT,29,M,10:31:00
2024-06-24 10:43:00,Nashik,BURGLARY,29,F,10:43:00
2024-06-24 17:29:00,Delhi,EXTORTION,35,F,17:29:00
2024-06-24 10:51:00,Jaipur,CYBERCRIME,63,F,10:51:00
2024-06-24 06:55:00,Lucknow,ASSAULT,25,M,06:55:00
2024-06-24 15:05:00,Mumbai,CYBERCRIME,19,F,15:05:00
2024-06-24 06:12:00,Kolkata,SEXUAL ASSAULT,31,F,06:12:00
2024-06-24 07:46:00,Surat,TRAFFIC VIOLATION,20,M,07:46:00
2024-06-24 16:08:00,Agra,ARSON,76,M,16:08:00
2024-06-24 23:38:00,Meerut,DRUG OFFENSE,51,F,23:38:00
2024-06-24 04:36:00,Pune,FIREARM OFFENSE,21,F,04:36:00
2024-06-24 13:59:00,Kolkata,CYBERCRIME,24,F,13:59:00
2024-06-24 13:40:00,Kanpur,VEHICLE - STOLEN,63,F,13:40:00
2024-06-24 21:36:00,Visakhapatnam,HOMICIDE,13,F,21:36:00
2024-06-24 19:21:00,Mumbai,KIDNAPPING,49,F,19:21:00
2024-06-24 08:35:00,Hyderabad,SHOPLIFTING,48,M,08:35:00
2024-06-24 16:52:00,Mumbai,IDENTITY THEFT,75,F,16:52:00
2024-06-25 07:46:00,Pune,KIDNAPPING,16,F,07:46:00
2024-06-25 05:06:00,Varanasi,TRAFFIC VIOLATION,34,F,05:06:00
2024-06-25 04:08:00,Delhi,DOMESTIC VIOLENCE,79,M,04:08:00
2024-06-24 18:12:00,Ghaziabad,ASSAULT,75,M,18:12:00
2024-06-24 14:40:00,Jaipur,COUNTERFEITING,49,F,14:40:00
2024-06-25 03:12:00,Ahmedabad,TRAFFIC VIOLATION,10,F,03:12:00
2024-06-25 03:15:00,Surat,SEXUAL ASSAULT,43,F,03:15:00
2024-06-25 05:48:00,Ahmedabad,BURGLARY,55,F,05:48:00
2024-06-25 08:36:00,Delhi,IDENTITY THEFT,40,F,08:36:00
2024-06-25 01:08:00,Hyderabad,SEXUAL ASSAULT,11,M,01:08:00
2024-06-25 03:52:00,Delhi,SHOPLIFTING,53,M,03:52:00
2024-06-25 09:45:00,Bangalore,COUNTERFEITING,17,F,09:45:00
2024-06-25 01:19:00,Pune,ASSAULT,28,M,01:19:00
2024-06-25 13:49:00,Bangalore,HOMICIDE,41,M,13:49:00
2024-06-25 10:07:00,Lucknow,IDENTITY THEFT,53,M,10:07:00
2024-06-25 13:08:00,Ahmedabad,ARSON,19,F,13:08:00
2024-06-25 17:44:00,Bangalore,VEHICLE - STOLEN,54,F,17:44:00
2024-06-25 20:02:00,Kolkata,SEXUAL ASSAULT,19,F,20:02:00
2024-06-25 17:27:00,Surat,SHOPLIFTING,49,F,17:27:00
2024-06-26 03:52:00,Hyderabad,TRAFFIC VIOLATION,23,M,03:52:00
2024-06-26 01:07:00,Chennai,ILLEGAL POSSESSION,77,F,01:07:00
2024-06-25 21:09:00,Jaipur,ASSAULT,50,M,21:09:00
2024-06-25 09:34:00,Bangalore,ASSAULT,44,F,09:34:00
2024-06-25 12:46:00,Pune,VEHICLE - STOLEN,21,F,12:46:00
2024-06-26 01:20:00,Mumbai,DOMESTIC VIOLENCE,13,M,01:20:00
2024-06-26 00:47:00,Mumbai,CYBERCRIME,66,F,00:47:00
2024-06-25 17:08:00,Pune,EXTORTION,68,M,17:08:00
2024-06-26 06:59:00,Ludhiana,EXTORTION,61,M,06:59:00
2024-06-25 15:46:00,Visakhapatnam,FIREARM OFFENSE,74,F,15:46:00
2024-06-26 09:56:00,Pune,FIREARM OFFENSE,14,F,09:56:00
2024-06-25 20:01:00,Mumbai,FIREARM OFFENSE,19,F,20:01:00
2024-06-26 05:03:00,Delhi,VEHICLE - STOLEN,57,F,05:03:00
2024-06-26 01:52:00,Kanpur,VEHICLE - STOLEN,68,M,01:52:00
2024-06-26 17:02:00,Delhi,SEXUAL ASSAULT,64,M,17:02:00
2024-06-26 17:10:00,Delhi,COUNTERFEITING,44,M,17:10:00
2024-06-26 01:31:00,Lucknow,DOMESTIC VIOLENCE,41,F,01:31:00
2024-06-25 22:40:00,Delhi,ILLEGAL POSSESSION,23,M,22:40:00
2024-06-26 19:15:00,Pune,BURGLARY,20,F,19:15:00
2024-06-26 14:37:00,Hyderabad,IDENTITY THEFT,21,M,14:37:00
2024-06-26 13:10:00,Chennai,FRAUD,48,F,13:10:00
2024-06-26 22:37:00,Visakhapatnam,FIREARM OFFENSE,69,F,22:37:00
2024-06-26 18:39:00,Srinagar,DOMESTIC VIOLENCE,67,F,18:39:00
2024-06-26 13:52:00,Delhi,FRAUD,32,M,13:52:00
2024-06-26 16:18:00,Chennai,HOMICIDE,63,F,16:18:00
2024-06-27 03:23:00,Delhi,EXTORTION,49,M,03:23:00
2024-06-26 11:23:00,Chennai,VEHICLE - STOLEN,59,F,11:23:00
2024-06-27 05:41:00,Indore,DOMESTIC VIOLENCE,31,M,05:41:00
2024-06-26 20:32:00,Bangalore,ARSON,42,F,20:32:00
2024-06-26 21:58:00,Mumbai,PUBLIC INTOXICATION,18,M,21:58:00
2024-06-26 21:24:00,Mumbai,ROBBERY,42,F,21:24:00
2024-06-26 23:34:00,Bangalore,DRUG OFFENSE,19,F,23:34:00
2024-06-27 04:02:00,Delhi,CYBERCRIME,62,M,04:02:00
2024-06-26 18:04:00,Vasai,FIREARM OFFENSE,73,F,18:04:00
2024-06-27 02:29:00,Pune,SHOPLIFTING,37,F,02:29:00
2024-06-26 20:02:00,Nagpur,ROBBERY,36,M,20:02:00
2024-06-26 22:27:00,Ahmedabad,PUBLIC INTOXICATION,65,F,22:27:00
2024-06-27 07:16:00,Kanpur,HOMICIDE,79,F,07:16:00
2024-06-27 05:08:00,Bangalore,FRAUD,14,F,05:08:00
2024-06-27 12:14:00,Lucknow,SEXUAL ASSAULT,76,F,12:14:00
2024-06-26 22:31:00,Nagpur,KIDNAPPING,43,F,22:31:00
2024-06-27 00:33:00,Hyderabad,ROBBERY,57,M,00:33:00
2024-06-27 14:44:00,Mumbai,TRAFFIC VIOLATION,17,M,14:44:00
2024-06-27 17:08:00,Lucknow,CYBERCRIME,51,F,17:08:00
2024-06-27 17:50:00,Delhi,SHOPLIFTING,74,F,17:50:00
2024-06-27 03:09:00,Visakhapatnam,ARSON,61,M,03:09:00
2024-06-27 22:31:00,Surat,ASSAULT,78,M,22:31:00
2024-06-27 20:26:00,Bangalore,ARSON,39,F,20:26:00
2024-06-27 06:00:00,Agra,EXTORTION,25,F,06:00:00
2024-06-28 03:51:00,Delhi,SEXUAL ASSAULT,21,F,03:51:00
2024-06-27 16:34:00,Delhi,ROBBERY,16,M,16:34:00
2024-06-28 02:23:00,Pune,SHOPLIFTING,43,F,02:23:00
2024-06-28 07:05:00,Ludhiana,ASSAULT,13,M,07:05:00
2024-06-28 05:16:00,Bangalore,VEHICLE - STOLEN,30,M,05:16:00
2024-06-27 15:54:00,Srinagar,TRAFFIC VIOLATION,73,M,15:54:00
2024-06-27 19:43:00,Bhopal,KIDNAPPING,40,M,19:43:00
2024-06-27 15:52:00,Mumbai,ASSAULT,46,F,15:52:00
2024-06-28 10:13:00,Nagpur,BURGLARY,13,M,10:13:00
2024-06-27 21:39:00,Indore,VANDALISM,64,F,21:39:00
2024-06-27 19:02:00,Kolkata,DOMESTIC VIOLENCE,10,M,19:02:00
2024-06-28 09:46:00,Hyderabad,BURGLARY,16,F,09:46:00
2024-06-28 01:37:00,Delhi,BURGLARY,54,F,01:37:00
2024-06-27 19:34:00,Hyderabad,ROBBERY,57,F,19:34:00
2024-06-28 18:07:00,Kolkata,ILLEGAL POSSESSION,61,F,18:07:00
2024-06-28 11:40:00,Surat,FRAUD,51,F,11:40:00
2024-06-28 07:19:00,Kolkata,FRAUD,55,F,07:19:00
2024-06-28 11:15:00,Mumbai,FRAUD,26,F,11:15:00
2024-06-28 13:29:00,Hyderabad,BURGLARY,31,F,13:29:00
2024-06-28 03:54:00,Nashik,ARSON,17,M,03:54:00
2024-06-28 09:30:00,Delhi,EXTORTION,59,F,09:30:00
2024-06-28 12:36:00,Mumbai,HOMICIDE,32,M,12:36:00
2024-06-28 15:31:00,Kanpur,KIDNAPPING,31,F,15:31:00
2024-06-28 12:53:00,Delhi,ILLEGAL POSSESSION,66,M,12:53:00
2024-06-28 09:33:00,Mumbai,FIREARM OFFENSE,13,F,09:33:00
2024-06-28 09:47:00,Hyderabad,COUNTERFEITING,34,M,09:47:00
2024-06-28 22:44:00,Delhi,FRAUD,68,F,22:44:00
2024-06-28 20:07:00,Thane,COUNTERFEITING,79,M,20:07:00
2024-06-28 20:04:00,Vasai,ARSON,68,F,20:04:00
2024-06-28 16:28:00,Indore,TRAFFIC VIOLATION,54,F,16:28:00
2024-06-29 06:35:00,Patna,ROBBERY,68,F,06:35:00
2024-06-29 00:15:00,Kolkata,FIREARM OFFENSE,33,M,00:15:00
2024-06-29 08:55:00,Bangalore,VEHICLE - STOLEN,63,M,08:55:00
2024-06-29 04:08:00,Kanpur,ILLEGAL POSSESSION,53,F,04:08:00
2024-06-29 04:16:00,Surat,TRAFFIC VIOLATION,70,F,04:16:00
2024-06-28 23:56:00,Rajkot,DRUG OFFENSE,63,F,23:56:00
2024-06-28 22:50:00,Bangalore,COUNTERFEITING,78,F,22:50:00
2024-06-29 00:38:00,Delhi,FRAUD,52,F,00:38:00
2024-06-28 22:40:00,Delhi,SEXUAL ASSAULT,55,F,22:40:00
2024-06-29 15:14:00,Visakhapatnam,SEXUAL ASSAULT,35,F,15:14:00
2024-06-29 20:29:00,Ahmedabad,FIREARM OFFENSE,67,F,20:29:00
2024-06-29 11:40:00,Pune,ARSON,56,F,11:40:00
2024-06-29 16:56:00,Ludhiana,DOMESTIC VIOLENCE,29,M,16:56:00
2024-06-29 05:13:00,Mumbai,PUBLIC INTOXICATION,77,F,05:13:00
2024-06-29 17:09:00,Srinagar,ILLEGAL POSSESSION,27,F,17:09:00
2024-06-29 12:19:00,Bhopal,FRAUD,70,F,12:19:00
2024-06-29 20:26:00,Chennai,HOMICIDE,39,M,20:26:00
2024-06-29 04:29:00,Mumbai,HOMICIDE,54,M,04:29:00
2024-06-29 17:47:00,Bangalore,FIREARM OFFENSE,65,M,17:47:00
2024-06-29 10:13:00,Hyderabad,SHOPLIFTING,64,F,10:13:00
2024-06-30 05:32:00,Chennai,CYBERCRIME,34,M,05:32:00
2024-06-30 03:14:00,Agra,KIDNAPPING,18,M,03:14:00
2024-06-29 22:33:00,Mumbai,ARSON,59,M,22:33:00
2024-06-29 16:50:00,Ahmedabad,ROBBERY,10,F,16:50:00
2024-06-30 05:17:00,Kalyan,PUBLIC INTOXICATION,33,F,05:17:00
2024-06-30 03:34:00,Mumbai,DOMESTIC VIOLENCE,28,M,03:34:00
2024-06-30 04:24:00,Hyderabad,PUBLIC INTOXICATION,66,F,04:24:00
2024-06-30 06:03:00,Ludhiana,TRAFFIC VIOLATION,15,F,06:03:00
2024-06-30 12:05:00,Visakhapatnam,PUBLIC INTOXICATION,60,F,12:05:00
2024-06-30 04:14:00,Ghaziabad,IDENTITY THEFT,59,F,04:14:00
2024-06-29 21:10:00,Nagpur,KIDNAPPING,60,F,21:10:00
2024-06-30 01:11:00,Pune,FIREARM OFFENSE,71,F,01:11:00
2024-06-30 00:44:00,Bangalore,EXTORTION,75,F,00:44:00
2024-06-30 11:17:00,Ludhiana,VEHICLE - STOLEN,73,F,11:17:00
2024-06-29 21:01:00,Lucknow,SHOPLIFTING,77,F,21:01:00
2024-06-30 16:16:00,Ahmedabad,PUBLIC INTOXICATION,37,M,16:16:00
2024-06-30 13:50:00,Agra,PUBLIC INTOXICATION,44,M,13:50:00
2024-06-30 18:30:00,Nagpur,ARSON,64,M,18:30:00
2024-06-30 14:16:00,Surat,CYBERCRIME,26,F,14:16:00
2024-06-30 16:02:00,Srinagar,BURGLARY,19,M,16:02:00
2024-06-30 16:55:00,Bangalore,TRAFFIC VIOLATION,72,F,16:55:00
2024-06-30 22:24:00,Bangalore,TRAFFIC VIOLATION,66,F,22:24:00
2024-07-01 01:22:00,Kanpur,KIDNAPPING,17,F,01:22:00
2024-07-01 05:11:00,Chennai,ILLEGAL POSSESSION,74,F,05:11:00
2024-06-30 19:32:00,Chennai,IDENTITY THEFT,10,M,19:32:00
2024-06-30 17:54:00,Chennai,ILLEGAL POSSESSION,12,F,17:54:00
2024-06-30 22:29:00,Indore,ROBBERY,53,M,22:29:00
2024-06-30 12:13:00,Mumbai,COUNTERFEITING,41,F,12:13:00
2024-07-01 06:51:00,Kolkata,SEXUAL ASSAULT,15,F,06:51:00
2024-07-01 01:05:00,Varanasi,FIREARM OFFENSE,19,M,01:05:00
2024-07-01 04:49:00,Kolkata,FIREARM OFFENSE,72,F,04:49:00
2024-07-01 03:33:00,Jaipur,COUNTERFEITING,74,F,03:33:00
2024-07-01 13:30:00,Chennai,ARSON,23,F,13:30:00
2024-06-30 17:59:00,Bangalore,COUNTERFEITING,19,F,17:59:00
2024-07-01 06:39:00,Ahmedabad,ILLEGAL POSSESSION,29,F,06:39:00
2024-07-01 13:54:00,Jaipur,VEHICLE - STOLEN,53,M,13:54:00
2024-07-01 12:39:00,Chennai,HOMICIDE,48,F,12:39:00
2024-07-01 10:23:00,Chennai,EXTORTION,21,F,10:23:00
2024-07-01 00:05:00,Mumbai,CYBERCRIME,25,F,00:05:00
2024-07-01 16:16:00,Bangalore,DOMESTIC VIOLENCE,66,F,16:16:00
2024-07-01 08:35:00,Ludhiana,DOMESTIC VIOLENCE,73,F,08:35:00
2024-07-01 16:18:00,Delhi,COUNTERFEITING,43,F,16:18:00
2024-07-01 21:44:00,Delhi,SEXUAL ASSAULT,29,F,21:44:00
2024-07-01 17:53:00,Bangalore,BURGLARY,22,F,17:53:00
2024-07-01 15:27:00,Visakhapatnam,ROBBERY,55,M,15:27:00
2024-07-01 13:57:00,Delhi,FRAUD,53,M,13:57:00
2024-07-01 20:12:00,Mumbai,VANDALISM,17,F,20:12:00
2024-07-01 21:04:00,Delhi,IDENTITY THEFT,12,M,21:04:00
2024-07-01 11:06:00,Bangalore,CYBERCRIME,74,F,11:06:00
2024-07-02 01:22:00,Bhopal,SHOPLIFTING,45,F,01:22:00
2024-07-01 16:19:00,Pune,TRAFFIC VIOLATION,30,F,16:19:00
2024-07-02 08:41:00,Indore,SHOPLIFTING,28,M,08:41:00
2024-07-02 08:17:00,Kolkata,VEHICLE - STOLEN,18,F,08:17:00
2024-07-02 06:25:00,Meerut,PUBLIC INTOXICATION,44,M,06:25:00
2024-07-02 12:49:00,Nagpur,SEXUAL ASSAULT,50,M,12:49:00
2024-07-02 05:55:00,Jaipur,TRAFFIC VIOLATION,78,F,05:55:00
2024-07-02 13:30:00,Visakhapatnam,HOMICIDE,39,F,13:30:00
2024-07-02 00:57:00,Jaipur,DOMESTIC VIOLENCE,24,M,00:57:00
2024-07-02 03:27:00,Bangalore,FRAUD,29,M,03:27:00
2024-07-01 22:13:00,Delhi,FRAUD,15,F,22:13:00
2024-07-01 22:48:00,Kolkata,ILLEGAL POSSESSION,24,M,22:48:00
2024-07-01 22:59:00,Hyderabad,ASSAULT,40,M,22:59:00
2024-07-01 21:05:00,Jaipur,PUBLIC INTOXICATION,10,F,21:05:00
2024-07-02 16:22:00,Jaipur,FIREARM OFFENSE,53,M,16:22:00
2024-07-02 15:26:00,Ahmedabad,ROBBERY,56,F,15:26:00
2024-07-02 23:06:00,Chennai,EXTORTION,56,M,23:06:00
2024-07-02 10:17:00,Jaipur,ILLEGAL POSSESSION,79,M,10:17:00
2024-07-02 09:58:00,Ludhiana,BURGLARY,50,M,09:58:00
2024-07-02 04:56:00,Mumbai,CYBERCRIME,41,F,04:56:00
2024-07-02 10:58:00,Ahmedabad,ILLEGAL POSSESSION,41,F,10:58:00
2024-07-02 05:30:00,Kolkata,FRAUD,57,F,05:30:00
2024-07-02 18:46:00,Chennai,VANDALISM,24,M,18:46:00
2024-07-02 08:08:00,Hyderabad,DOMESTIC VIOLENCE,42,F,08:08:00
2024-07-02 14:23:00,Delhi,SHOPLIFTING,68,M,14:23:00
2024-07-02 19:06:00,Bangalore,EXTORTION,30,F,19:06:00
2024-07-02 14:54:00,Kolkata,PUBLIC INTOXICATION,29,F,14:54:00
2024-07-03 03:09:00,Agra,ASSAULT,21,F,03:09:00
2024-07-02 23:07:00,Mumbai,DRUG OFFENSE,41,M,23:07:00
2024-07-02 14:46:00,Hyderabad,TRAFFIC VIOLATION,24,F,14:46:00
2024-07-03 05:47:00,Kolkata,VANDALISM,77,F,05:47:00
2024-07-03 07:25:00,Bangalore,TRAFFIC VIOLATION,55,F,07:25:00
2024-07-03 08:09:00,Indore,ROBBERY,77,F,08:09:00
2024-07-03 15:34:00,Patna,ARSON,21,F,15:34:00
2024-07-03 16:55:00,Kolkata,FRAUD,22,F,16:55:00
2024-07-03 07:42:00,Mumbai,VANDALISM,28,M,07:42:00
2024-07-02 22:29:00,Delhi,VEHICLE - STOLEN,48,F,22:29:00
2024-07-03 04:28:00,Ludhiana,FIREARM OFFENSE,34,F,04:28:00
2024-07-03 11:58:00,Bangalore,KIDNAPPING,67,F,11:58:00
2024-07-03 15:39:00,Kolkata,KIDNAPPING,66,F,15:39:00
2024-07-03 20:55:00,Indore,ILLEGAL POSSESSION,36,F,20:55:00
2024-07-03 05:59:00,Chennai,VEHICLE - STOLEN,35,M,05:59:00
2024-07-03 04:22:00,Hyderabad,DRUG OFFENSE,33,F,04:22:00
2024-07-03 09:23:00,Kalyan,SEXUAL ASSAULT,77,F,09:23:00
2024-07-03 04:47:00,Mumbai,SEXUAL ASSAULT,32,F,04:47:00
2024-07-03 06:08:00,Ludhiana,IDENTITY THEFT,10,M,06:08:00
2024-07-03 20:17:00,Bangalore,FIREARM OFFENSE,11,F,20:17:00
2024-07-03 11:59:00,Kalyan,EXTORTION,27,M,11:59:00
2024-07-03 17:23:00,Delhi,ILLEGAL POSSESSION,60,M,17:23:00
2024-07-03 10:10:00,Delhi,VANDALISM,74,F,10:10:00
2024-07-04 00:21:00,Mumbai,TRAFFIC VIOLATION,53,F,00:21:00
2024-07-04 02:52:00,Mumbai,CYBERCRIME,18,F,02:52:00
2024-07-03 22:19:00,Mumbai,ROBBERY,43,F,22:19:00
2024-07-04 06:40:00,Nashik,ILLEGAL POSSESSION,17,F,06:40:00
2024-07-04 00:33:00,Lucknow,VEHICLE - STOLEN,26,M,00:33:00
2024-07-03 21:27:00,Thane,ASSAULT,28,F,21:27:00
2024-07-04 04:51:00,Delhi,CYBERCRIME,44,M,04:51:00
2024-07-04 04:56:00,Ahmedabad,FRAUD,44,F,04:56:00
2024-07-03 22:09:00,Kolkata,PUBLIC INTOXICATION,37,M,22:09:00
2024-07-04 14:49:00,Agra,CYBERCRIME,22,F,14:49:00
2024-07-04 03:50:00,Hyderabad,KIDNAPPING,70,F,03:50:00
2024-07-04 03:22:00,Patna,BURGLARY,68,M,03:22:00
2024-07-04 21:32:00,Indore,EXTORTION,15,F,21:32:00
2024-07-04 22:03:00,Delhi,SEXUAL ASSAULT,13,M,22:03:00
2024-07-04 11:05:00,Surat,SHOPLIFTING,78,F,11:05:00
2024-07-04 05:04:00,Bhopal,COUNTERFEITING,47,F,05:04:00
2024-07-04 17:01:00,Mumbai,ILLEGAL POSSESSION,35,F,17:01:00
2024-07-04 04:00:00,Vasai,KIDNAPPING,11,F,04:00:00
2024-07-05 01:41:00,Bangalore,DOMESTIC VIOLENCE,71,M,01:41:00
2024-07-04 17:14:00,Nagpur,HOMICIDE,77,M,17:14:00
2024-07-05 03:15:00,Varanasi,ARSON,67,F,03:15:00
2024-07-04 12:06:00,Mumbai,IDENTITY THEFT,36,M,12:06:00
2024-07-04 08:50:00,Hyderabad,FRAUD,11,M,08:50:00
2024-07-04 14:02:00,Visakhapatnam,VANDALISM,34,M,14:02:00
2024-07-04 21:30:00,Ahmedabad,FIREARM OFFENSE,70,F,21:30:00
2024-07-04 14:23:00,Chennai,COUNTERFEITING,27,M,14:23:00
2024-07-05 06:44:00,Surat,FRAUD,42,M,06:44:00
2024-07-05 10:27:00,Mumbai,CYBERCRIME,74,F,10:27:00
2024-07-04 15:17:00,Delhi,KIDNAPPING,69,F,15:17:00
2024-07-04 18:05:00,Chennai,HOMICIDE,50,F,18:05:00
2024-07-05 06:02:00,Kolkata,VANDALISM,70,F,06:02:00
2024-07-05 03:42:00,Ludhiana,VEHICLE - STOLEN,72,F,03:42:00
2024-07-04 18:27:00,Chennai,SEXUAL ASSAULT,55,F,18:27:00
2024-07-04 22:41:00,Ludhiana,ILLEGAL POSSESSION,52,M,22:41:00
2024-07-05 02:33:00,Mumbai,SEXUAL ASSAULT,20,M,02:33:00
2024-07-05 11:33:00,Delhi,BURGLARY,77,F,11:33:00
2024-07-05 14:47:00,Agra,SHOPLIFTING,20,M,14:47:00
2024-07-05 01:11:00,Meerut,ROBBERY,41,F,01:11:00
2024-07-05 00:16:00,Delhi,HOMICIDE,69,M,00:16:00
2024-07-05 01:32:00,Bangalore,TRAFFIC VIOLATION,65,F,01:32:00
2024-07-05 16:28:00,Lucknow,ROBBERY,65,F,16:28:00
2024-07-05 21:17:00,Kanpur,CYBERCRIME,30,F,21:17:00
2024-07-06 01:24:00,Mumbai,BURGLARY,37,F,01:24:00
2024-07-05 05:54:00,Bhopal,DRUG OFFENSE,49,F,05:54:00
2024-07-05 15:54:00,Kolkata,ARSON,43,M,15:54:00
2024-07-05 16:11:00,Delhi,IDENTITY THEFT,55,F,16:11:00
2024-07-05 09:07:00,Thane,BURGLARY,27,M,09:07:00
2024-07-06 07:51:00,Delhi,FIREARM OFFENSE,14,M,07:51:00
2024-07-05 21:01:00,Hyderabad,DRUG OFFENSE,65,F,21:01:00
2024-07-06 09:50:00,Mumbai,ARSON,57,F,09:50:00
2024-07-05 13:55:00,Chennai,TRAFFIC VIOLATION,39,F,13:55:00
2024-07-05 16:44:00,Patna,DRUG OFFENSE,24,M,16:44:00
2024-07-06 04:21:00,Hyderabad,ASSAULT,12,F,04:21:00
2024-07-05 23:09:00,Surat,ASSAULT,29,M,23:09:00
2024-07-06 04:35:00,Pune,HOMICIDE,17,F,04:35:00
2024-07-06 07:23:00,Lucknow,TRAFFIC VIOLATION,79,M,07:23:00
2024-07-06 11:39:00,Delhi,PUBLIC INTOXICATION,68,F,11:39:00
2024-07-05 23:11:00,Kolkata,COUNTERFEITING,57,M,23:11:00
2024-07-06 01:31:00,Nashik,VEHICLE - STOLEN,58,M,01:31:00
2024-07-06 06:45:00,Pune,EXTORTION,11,F,06:45:00
2024-07-06 11:18:00,Mumbai,ARSON,15,F,11:18:00
2024-07-06 22:20:00,Kolkata,VEHICLE - STOLEN,54,F,22:20:00
2024-07-06 22:17:00,Pune,BURGLARY,73,F,22:17:00
2024-07-06 14:45:00,Delhi,DOMESTIC VIOLENCE,69,F,14:45:00
2024-07-06 07:01:00,Chennai,DOMESTIC VIOLENCE,21,M,07:01:00
2024-07-06 18:31:00,Mumbai,KIDNAPPING,67,F,18:31:00
2024-07-06 08:57:00,Pune,KIDNAPPING,10,M,08:57:00
2024-07-06 15:58:00,Jaipur,CYBERCRIME,16,M,15:58:00
2024-07-06 20:03:00,Kanpur,COUNTERFEITING,39,M,20:03:00
2024-07-06 08:04:00,Delhi,ASSAULT,21,F,08:04:00
2024-07-06 19:41:00,Mumbai,CYBERCRIME,77,M,19:41:00
2024-07-06 11:36:00,Delhi,CYBERCRIME,27,F,11:36:00
2024-07-07 07:46:00,Lucknow,CYBERCRIME,30,F,07:46:00
2024-07-06 23:28:00,Mumbai,BURGLARY,32,F,23:28:00
2024-07-07 04:15:00,Delhi,PUBLIC INTOXICATION,47,F,04:15:00
2024-07-06 17:05:00,Kolkata,ILLEGAL POSSESSION,26,F,17:05:00
2024-07-07 07:53:00,Delhi,TRAFFIC VIOLATION,28,F,07:53:00
2024-07-07 14:11:00,Chennai,ILLEGAL POSSESSION,31,M,14:11:00
2024-07-07 13:20:00,Delhi,SEXUAL ASSAULT,53,F,13:20:00
2024-07-07 08:15:00,Delhi,COUNTERFEITING,34,F,08:15:00
2024-07-06 19:42:00,Bangalore,CYBERCRIME,32,M,19:42:00
2024-07-07 11:24:00,Hyderabad,PUBLIC INTOXICATION,70,F,11:24:00
2024-07-07 04:49:00,Mumbai,TRAFFIC VIOLATION,17,F,04:49:00
2024-07-07 08:10:00,Delhi,VEHICLE - STOLEN,53,F,08:10:00
2024-07-07 13:21:00,Patna,ROBBERY,17,F,13:21:00
2024-07-07 18:05:00,Delhi,HOMICIDE,27,F,18:05:00
2024-07-07 21:56:00,Pune,VANDALISM,51,M,21:56:00
2024-07-07 01:49:00,Lucknow,HOMICIDE,13,F,01:49:00
2024-07-07 08:11:00,Chennai,BURGLARY,67,F,08:11:00
2024-07-08 01:34:00,Delhi,BURGLARY,33,F,01:34:00
2024-07-07 22:18:00,Faridabad,HOMICIDE,52,F,22:18:00
2024-07-07 08:11:00,Pune,HOMICIDE,11,F,08:11:00
2024-07-07 13:31:00,Srinagar,PUBLIC INTOXICATION,66,F,13:31:00
2024-07-07 14:31:00,Mumbai,FIREARM OFFENSE,79,F,14:31:00
2024-07-07 22:13:00,Delhi,HOMICIDE,79,M,22:13:00
2024-07-07 21:59:00,Kolkata,FRAUD,43,F,21:59:00
2024-07-07 12:26:00,Delhi,COUNTERFEITING,11,F,12:26:00
2024-07-08 03:59:00,Bangalore,IDENTITY THEFT,43,F,03:59:00
2024-07-07 21:18:00,Hyderabad,CYBERCRIME,69,M,21:18:00
2024-07-08 09:03:00,Surat,VANDALISM,55,F,09:03:00
2024-07-08 10:00:00,Kalyan,BURGLARY,32,F,10:00:00
2024-07-07 18:15:00,Ahmedabad,FIREARM OFFENSE,71,M,18:15:00
2024-07-08 12:03:00,Delhi,ILLEGAL POSSESSION,28,F,12:03:00
2024-07-08 16:12:00,Vasai,CYBERCRIME,62,F,16:12:00
2024-07-08 05:10:00,Bangalore,IDENTITY THEFT,14,F,05:10:00
2024-07-07 23:16:00,Delhi,VEHICLE - STOLEN,22,F,23:16:00
2024-07-07 22:24:00,Mumbai,COUNTERFEITING,28,F,22:24:00
2024-07-08 11:29:00,Delhi,CYBERCRIME,59,M,11:29:00
2024-07-08 18:08:00,Hyderabad,TRAFFIC VIOLATION,19,F,18:08:00
2024-07-07 23:12:00,Surat,TRAFFIC VIOLATION,75,M,23:12:00
2024-07-08 17:38:00,Bangalore,DOMESTIC VIOLENCE,15,F,17:38:00
2024-07-08 18:22:00,Varanasi,ROBBERY,57,F,18:22:00
2024-07-09 00:15:00,Chennai,DOMESTIC VIOLENCE,65,M,00:15:00
2024-07-08 21:46:00,Chennai,ASSAULT,25,F,21:46:00
2024-07-08 12:35:00,Delhi,VEHICLE - STOLEN,46,F,12:35:00
2024-07-08 07:01:00,Bangalore,ROBBERY,56,F,07:01:00
2024-07-08 12:28:00,Indore,SHOPLIFTING,49,F,12:28:00
2024-07-08 07:13:00,Nagpur,FRAUD,70,F,07:13:00
2024-07-08 21:09:00,Bangalore,DOMESTIC VIOLENCE,78,F,21:09:00
2024-07-08 19:13:00,Pune,COUNTERFEITING,32,M,19:13:00
2024-07-08 12:04:00,Kolkata,FRAUD,18,F,12:04:00
2024-07-08 20:22:00,Delhi,TRAFFIC VIOLATION,76,F,20:22:00
2024-07-08 20:44:00,Delhi,HOMICIDE,33,F,20:44:00
2024-07-08 17:08:00,Delhi,VEHICLE - STOLEN,76,F,17:08:00
2024-07-08 18:31:00,Mumbai,COUNTERFEITING,26,F,18:31:00
